Year,H.S Code,Commodity Description AR,Commodity Description EN,Country AR ,Country EN ,Value (S.R),Weight (kg)
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,الأردن,JORDAN,"25,335,410","6,172,134"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,الإمارات العربية المتحدة,UNITED ARAB EMIRATES,"173,862,957","46,986,794"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,البحرين,BAHRAIN,"9,399,625","2,158,380"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,البرازيل,BRAZIL,"4,287",797
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,البرتغال,PORTUGAL,"2,273","1,500"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,البوسنة والهرسك,BOSNIA AND HERZEGOVINA,"278,274","34,134"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,التشيك,CZECH REPUBLIC,"3,083",105
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,الجزائر,ALGERIA,"3,616","1,250"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,الجمهورية اليمنية,REPUBLIC OF YEMEN,"159,919,516","72,631,242"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,السنغال,SENEGAL,"16,881","14,079"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,السودان,SUDAN,"318,381","340,757"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,السويد,SWEDEN,"654,088","42,006"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,الصين,CHINA,"6,223","2,328"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,العراق,IRAQ,"4,525","1,160"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,الفلبين,PHILIPPINES,"1,515","1,000"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,الكويت,KUWAIT,"79,327,592","16,129,357"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,المالديف,MALDIVES,"530,489","17,396"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,المجر (هنغاريا),HUNGARY,"1,454",880
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,المغرب,MOROCCO,"884,918","109,995"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,المملكة المتحدة,UNITED KINGDOM,"706,864","90,786"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,النمسا,AUSTRIA,"1,033",45
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,الهند,INDIA,"3,038,412","359,846"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,الولايات المتحدة الأمريكية,U.S.A,"8,861,983","646,894"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,اليابان,JAPAN,"5,848",259
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,اليونان,GREECE,"56,220","22,000"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,باكستان,PAKISTAN,"103,835","37,945"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,بروناي دار السلام,BRUNEI DARUSSALAM,"571,051","13,800"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,بلجيكا,BELGIUM,"174,964","5,050"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,بنغلاديش,BANGLADESH,"615,629","339,372"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,بنين,BENIN,"40,500","22,000"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,بوركينا فاسو,BURKINA FASO,"267,651","50,000"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,تايلاند,THAILAND,"1,043",65
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,تركمانستان,TURKMENISTAN,"2,270","1,495"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,تركيا,TURKEY,"646,153","247,158"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,تنزانيا,TANZANIA,"9,990","5,328"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,توجو,TOGO,"122,000","69,700"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,تونس,TUNISIA,"81,476","5,539"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,جامبيا,GAMBIA,"283,531","63,618"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,جزر القمر,COMOROS,"37,800","21,600"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,جمهورية الصومال,SOMALIA,"669,715","459,190"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,جورجيا,GEORGIA,"3,030","1,990"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,جيبوتي,DJIBOUTI,"245,310","109,184"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,روسيا الإتحادية,RUSSIAN FEDERATION,"438,097","92,197"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,رومانيا,ROMANIA,"5,104",106
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,ساحل العاج (كوت ديفوار),COTE D'IVOIRE,"40,500","24,000"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,سريلانكا,SRI LANKA,"222,794","69,039"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,سلطنة عمان,SULTANATE OF OMAN,"47,115,853","12,338,369"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,سلوفاكيا,SLOVAKIA,"2,410",643
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,سنغافورة,SINGAPORE,"1,704,943","57,636"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,سويسرا,SWITZERLAND,"44,284","4,590"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,طاجاكستان,TAJIKISTAN,"48,762","20,314"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,غانا,GHANA,"57,000","33,620"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,غينيا,GUINEA,"27,000","14,000"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,فرنسا,FRANCE,"380,897","39,162"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,قطر,QATAR,"11,254,194","921,893"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,كازاخستان,KAZAKHSTAN,"23,044","3,028"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,كندا,CANADA,"1,595,608","119,852"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,كينيا,KENYA,"8,939","3,900"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,لبنان,LEBANON,"5,817,799","1,092,017"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,ليبيريا,LIBERIA,"267,651","50,000"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,مالي,MALI,"7,500","4,000"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,ماليزيا,MALAYSIA,"681,682","29,690"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,مدغشقر,MADAGASCAR,"20,000","7,845"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,مصر,EGYPT,"1,273,956","250,340"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,مقدونيا,MACEDONIA,"109,890","13,200"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,موريتانيا,MAURITANIA,"54,851","26,230"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,موريشيوس,MAURITIUS,"173,686","3,765"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,ميانمار (بورما),MYANMAR,"18,957","3,415"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,نيجيريا,NIGERIA,"268,963","25,800"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,نيوزيلندا,NEW ZEALAND,"791,397","59,500"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,هولندا,NETHERLANDS,"444,337","70,253"
2022,8041021,تمر مضغوط (مكنوز),PRESSED DATES,هونج كونج,HONG KONG,"5,074",47
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,إثيوبيا,ETHIOPIA,"66,655","12,962"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,أذربيجان,AZERBAIJAN,"1,309",520
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,إريتريا,ERITREA,"266,250","50,400"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,إسبانيا,SPAIN,"1,251",405
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,أستراليا,AUSTRALIA,"323,333","35,026"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,أفغانستان,AFGHANISTAN,"1,523",460
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,ألبانيا,ALBANIA,"477,166","96,600"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,ألمانيا,GERMANY,"5,136,846","355,016"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,إندونيسيا,INDONESIA,"4,282,369","1,294,381"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,أوزبكستان,UZBEKISTAN,"1,526",470
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,أوغندا,UGANDA,"71,425","12,130"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,أوكرانيا,UKRAINE,"1,253",410
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,إيطاليا,ITALY,"138,219","11,087"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,الأرجنتين,ARGENTINA,"2,580",962
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,الأردن,JORDAN,"21,005,857","4,326,255"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,الإمارات العربية المتحدة,UNITED ARAB EMIRATES,"175,716,740","35,888,883"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,البحرين,BAHRAIN,"803,578","98,973"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,البرازيل,BRAZIL,"1,259",420
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,البرتغال,PORTUGAL,"1,252",408
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,البوسنة والهرسك,BOSNIA AND HERZEGOVINA,"180,682","33,400"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,الجزائر,ALGERIA,"273,720","50,469"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,الجمهورية اليمنية,REPUBLIC OF YEMEN,"505,055","256,665"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,الدنمارك,DENMARK,"168,145","23,858"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,السلفادور,EL SALVADOR,"2,821",546
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,السنغال,SENEGAL,"103,908","47,890"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,السودان,SUDAN,"907,441","145,265"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,السويد,SWEDEN,"3,183",633
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,الصين,CHINA,"1,721,327","539,175"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,العراق,IRAQ,"2,776",870
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,الفلبين,PHILIPPINES,"172,950","7,500"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,الكاميرون,CAMEROON,"29,623","8,465"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,الكويت,KUWAIT,"1,248",400
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,المالديف,MALDIVES,"345,114","52,262"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,المغرب,MOROCCO,"50,620,092","4,966,608"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,المملكة المتحدة,UNITED KINGDOM,"3,455,756","425,020"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,النرويج,NORWAY,"16,376","1,360"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,النمسا,AUSTRIA,"1,250",400
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,الهند,INDIA,"13,440,858","2,676,565"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,الولايات المتحدة الأمريكية,U.S.A,"1,298,144","58,763"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,اليابان,JAPAN,"7,885",774
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,اليونان,GREECE,"1,251",405
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,باكستان,PAKISTAN,"973,478","135,004"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,بروناي دار السلام,BRUNEI DARUSSALAM,"18,893","3,226"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,بلجيكا,BELGIUM,"764,155","81,824"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,بلغاريا,BULGARIA,"139,532","25,605"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,بنغلاديش,BANGLADESH,"21,315,707","8,505,494"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,بنين,BENIN,"27,570","68,500"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,بولندا,POLAND,"87,982","7,547"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,تايلاند,THAILAND,"346,848","50,470"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,تركيا,TURKEY,"11,313,144","2,808,025"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,تشاد,CHAD,"48,930","6,901"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,تنزانيا,TANZANIA,"733,205","158,270"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,تونس,TUNISIA,"277,711","53,010"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,جامبيا,GAMBIA,"4,830","1,174"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,جزر القمر,COMOROS,"1,525",469
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,جمهورية الصومال,SOMALIA,"8,193,085","1,888,532"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,جنوب أفريقيا,SOUTH AFRICA,"1,336,214","142,969"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,جورجيا,GEORGIA,"812,848","150,000"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,جيبوتي,DJIBOUTI,"630,353","213,145"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,روسيا الإتحادية,RUSSIAN FEDERATION,"984,431","89,227"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,رومانيا,ROMANIA,"1,253",410
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,زامبيا,ZAMBIA,"5,836",426
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,ساحل العاج (كوت ديفوار),COTE D'IVOIRE,"78,382","12,219"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,سريلانكا,SRI LANKA,"279,423","51,393"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,سلطنة عمان,SULTANATE OF OMAN,"17,414,975","2,625,944"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,سنغافورة,SINGAPORE,"913,629","67,665"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,سويسرا,SWITZERLAND,"30,507","4,281"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,طاجاكستان,TAJIKISTAN,"1,250",400
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,غانا,GHANA,"6,464","12,000"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,غينيا,GUINEA,"35,626","5,920"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,فرنسا,FRANCE,"770,220","75,544"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,قبرص,CYPRUS,"1,255",415
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,قطر,QATAR,"509,555","41,259"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,كازاخستان,KAZAKHSTAN,"437,468","174,905"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,كندا,CANADA,"134,730","35,948"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,كوريا الجنوبية,SOUTH KOREA,"119,044","2,947"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,كولومبيا,COLOMBIA,"1,382",255
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,كينيا,KENYA,"160,738","11,377"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,لبنان,LEBANON,"2,127,093","700,641"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,مالي,MALI,"40,273","5,995"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,ماليزيا,MALAYSIA,"9,630,686","1,048,366"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,مصر,EGYPT,"408,268","322,371"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,مقدونيا,MACEDONIA,"137,032","25,000"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,موريتانيا,MAURITANIA,"281,493","24,567"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,موريشيوس,MAURITIUS,"33,962","1,465"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,موزمبيق,MOZAMBIQUE,"10,281","1,671"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,ميانمار (بورما),MYANMAR,"166,281","26,253"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,نيجيريا,NIGERIA,"573,650","90,982"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,هولندا,NETHERLANDS,"490,267","52,956"
2022,8041029,غيره من تمر مجفف,OTHER DRIED DATES,هونج كونج,HONG KONG,"766,704","28,049"
2023,08041010,تمر طازج (رطب),FRESH DATES,إثيوبيا,ETHIOPIA,"796,609","178,409"
2023,08041010,تمر طازج (رطب),FRESH DATES,أذربيجان,AZERBAIJAN,"204,750","21,000"
2023,08041010,تمر طازج (رطب),FRESH DATES,أروبا,ARUBA,"6,900","4,000"
2023,08041010,تمر طازج (رطب),FRESH DATES,أستراليا,AUSTRALIA,"7,375,103",555000
2023,08041010,تمر طازج (رطب),FRESH DATES,إستونيا,ESTONIA,"1,918,760","123,892"
2023,08041010,تمر طازج (رطب),FRESH DATES,أفغانستان,AFGHANISTAN,"582,386","115,367"
2023,08041010,تمر طازج (رطب),FRESH DATES,ألبانيا,ALBANIA,"651,421","124,561"
2023,08041010,تمر طازج (رطب),FRESH DATES,ألمانيا,GERMANY,"2,974,625","295,521"
2023,08041010,تمر طازج (رطب),FRESH DATES,إندونيسيا,INDONESIA,"47,591,957","8,098,183"
2023,08041010,تمر طازج (رطب),FRESH DATES,أوزبكستان,UZBEKISTAN,"148,500","47,800"
2023,08041010,تمر طازج (رطب),FRESH DATES,أوغندا,UGANDA,"197,775","27,193"
2023,08041010,تمر طازج (رطب),FRESH DATES,إيرلندا,IRELAND,"4,069",1
2023,08041010,تمر طازج (رطب),FRESH DATES,إيطاليا,ITALY,"100,710",32351
2023,08041010,تمر طازج (رطب),FRESH DATES,الأردن,JORDAN,"17,712,457","2,696,309"
2023,08041010,تمر طازج (رطب),FRESH DATES,الإمارات العربية المتحدة,UNITED ARAB EMIRATES,"61,291,832","14,485,355"
2023,08041010,تمر طازج (رطب),FRESH DATES,البحرين,BAHRAIN,"106,624","42,344"
2023,08041010,تمر طازج (رطب),FRESH DATES,البرازيل,BRAZIL,"529,999","100,000"
2023,08041010,تمر طازج (رطب),FRESH DATES,البوسنة والهرسك,BOSNIA AND HERZEGOVINA,"144,089","78,000"
2023,08041010,تمر طازج (رطب),FRESH DATES,الجابون,GABON,"40,000","5,000"
2023,08041010,تمر طازج (رطب),FRESH DATES,الجزائر,ALGERIA,"264,998","50,000"
2023,08041010,تمر طازج (رطب),FRESH DATES,الجمهورية اليمنية,REPUBLIC OF YEMEN,"18,423,343","6,136,010"
2023,08041010,تمر طازج (رطب),FRESH DATES,السنغال,SENEGAL,"260,976",98789
2023,08041010,تمر طازج (رطب),FRESH DATES,السودان,SUDAN,"1,601,143","190,255"
2023,08041010,تمر طازج (رطب),FRESH DATES,السويد,SWEDEN,"2,246,191","427,127"
2023,08041010,تمر طازج (رطب),FRESH DATES,الصين,CHINA,"24,951,411","7,851,319"
2023,08041010,تمر طازج (رطب),FRESH DATES,العراق,IRAQ,"1,272,000","240,000"
2023,08041010,تمر طازج (رطب),FRESH DATES,الفلبين,PHILIPPINES,"170,374","37,750"
2023,08041010,تمر طازج (رطب),FRESH DATES,الكاميرون,CAMEROON,"4,500","5,500"
2023,08041010,تمر طازج (رطب),FRESH DATES,الكويت,KUWAIT,"5,659,926","1,129,553"
2023,08041010,تمر طازج (رطب),FRESH DATES,المالديف,MALDIVES,"886,520","75,419"
2023,08041010,تمر طازج (رطب),FRESH DATES,المجر (هنغاريا),HUNGARY,"3,570",7
2023,08041010,تمر طازج (رطب),FRESH DATES,المغرب,MOROCCO,"31,335,662","2,946,748"
2023,08041010,تمر طازج (رطب),FRESH DATES,المملكة المتحدة,UNITED KINGDOM,"15,659,192","1,763,477"
2023,08041010,تمر طازج (رطب),FRESH DATES,النرويج,NORWAY,"101,243","27,385"
2023,08041010,تمر طازج (رطب),FRESH DATES,النيجر,NIGER,"24,931","10,889"
2023,08041010,تمر طازج (رطب),FRESH DATES,الهند,INDIA,"43,961,740","8,790,486"
2023,08041010,تمر طازج (رطب),FRESH DATES,الولايات المتحدة الأمريكية,U.S.A,"9,635,437","625,725"
2023,08041010,تمر طازج (رطب),FRESH DATES,اليابان,JAPAN,"526,771","32,892"
2023,08041010,تمر طازج (رطب),FRESH DATES,اليونان,GREECE,"240,020","57,745"
2023,08041010,تمر طازج (رطب),FRESH DATES,باكستان,PAKISTAN,"10,355,577",1983206
2023,08041010,تمر طازج (رطب),FRESH DATES,بروناي دار السلام,BRUNEI DARUSSALAM,"3,881,325","209,711"
2023,08041010,تمر طازج (رطب),FRESH DATES,بلجيكا,BELGIUM,"1,445,298","112,714"
2023,08041010,تمر طازج (رطب),FRESH DATES,بنغلاديش,BANGLADESH,"7,043,444","3,236,063"
2023,08041010,تمر طازج (رطب),FRESH DATES,بنما,PANAMA,"16,661","3,260"
2023,08041010,تمر طازج (رطب),FRESH DATES,بنين,BENIN,"2,416",889
2023,08041010,تمر طازج (رطب),FRESH DATES,بوركينا فاسو,BURKINA FASO,"13,383","4,503"
2023,08041010,تمر طازج (رطب),FRESH DATES,بولندا,POLAND,"79,500","15,000"
2023,08041010,تمر طازج (رطب),FRESH DATES,تايلاند,THAILAND,"247,602","59,280"
2023,08041010,تمر طازج (رطب),FRESH DATES,تركيا,TURKEY,"45,494,577",8975712
2023,08041010,تمر طازج (رطب),FRESH DATES,ترينيداد وتوباغو,TRINIDAD AND TOBAGO,"635,274","38,205"
2023,08041010,تمر طازج (رطب),FRESH DATES,تشاد,CHAD,"1,725,879","310,114"
2023,08041010,تمر طازج (رطب),FRESH DATES,تشيلي,CHILE,"40,000","5,000"
2023,08041010,تمر طازج (رطب),FRESH DATES,تنزانيا,TANZANIA,"2,702,297","688,130"
2023,08041010,تمر طازج (رطب),FRESH DATES,توجو,TOGO,"85,416","53,889"
2023,08041010,تمر طازج (رطب),FRESH DATES,تونس,TUNISIA,"5,415",105
2023,08041010,تمر طازج (رطب),FRESH DATES,جامبيا,GAMBIA,"342,123","117,397"
2023,08041010,تمر طازج (رطب),FRESH DATES,جزر القمر,COMOROS,"219,111","53,290"
2023,08041010,تمر طازج (رطب),FRESH DATES,جمهورية الصومال,SOMALIA,"28,352,533",9133485
2023,08041010,تمر طازج (رطب),FRESH DATES,جنوب أفريقيا,SOUTH AFRICA,"2,999,783","305,007"
2023,08041010,تمر طازج (رطب),FRESH DATES,جورجيا,GEORGIA,"187,527","41,540"
2023,08041010,تمر طازج (رطب),FRESH DATES,جيبوتي,DJIBOUTI,"14,794,779","4,953,594"
2023,08041010,تمر طازج (رطب),FRESH DATES,روسيا الإتحادية,RUSSIAN FEDERATION,"2,832,713","278,221"
2023,08041010,تمر طازج (رطب),FRESH DATES,زامبيا,ZAMBIA,"1,737",229
2023,08041010,تمر طازج (رطب),FRESH DATES,ساحل العاج (كوت ديفوار),COTE D'IVOIRE,"326,469","47,105"
2023,08041010,تمر طازج (رطب),FRESH DATES,سريلانكا,SRI LANKA,"3,345,536","772,475"
2023,08041010,تمر طازج (رطب),FRESH DATES,سلطنة عمان,SULTANATE OF OMAN,"4,544,526","892,821"
2023,08041010,تمر طازج (رطب),FRESH DATES,سنغافورة,SINGAPORE,"9,522,419",707147
2023,08041010,تمر طازج (رطب),FRESH DATES,سوريا,SYRIA,"2,187,698","804,524"
2023,08041010,تمر طازج (رطب),FRESH DATES,سويسرا,SWITZERLAND,"129,928","12,683"
2023,08041010,تمر طازج (رطب),FRESH DATES,سيراليون,SIERRA LEONE,"39,520","22,000"
2023,08041010,تمر طازج (رطب),FRESH DATES,غانا,GHANA,"114,189","32,722"
2023,08041010,تمر طازج (رطب),FRESH DATES,غينيا,GUINEA,"206,426","100,325"
2023,08041010,تمر طازج (رطب),FRESH DATES,فرنسا,FRANCE,"2,532,797","236,368"
2023,08041010,تمر طازج (رطب),FRESH DATES,فلسطين,PALESTINE,"50,700","12,200"
2023,08041010,تمر طازج (رطب),FRESH DATES,فنلندا,FINLAND,"40,000","5,000"
2023,08041010,تمر طازج (رطب),FRESH DATES,قطر,QATAR,"489,760",165900
2023,08041010,تمر طازج (رطب),FRESH DATES,كازاخستان,KAZAKHSTAN,"1,168,854","314,412"
2023,08041010,تمر طازج (رطب),FRESH DATES,كامبوديا,CAMBODIA,"26,498","5,000"
2023,08041010,تمر طازج (رطب),FRESH DATES,كندا,CANADA,"12,227,211","1,274,814"
2023,08041010,تمر طازج (رطب),FRESH DATES,كوريا الجنوبية,SOUTH KOREA,"594,290","34,531"
2023,08041010,تمر طازج (رطب),FRESH DATES,كينيا,KENYA,"1,637,650","465,457"
2023,08041010,تمر طازج (رطب),FRESH DATES,لبنان,LEBANON,"4,321,130","785,848"
2023,08041010,تمر طازج (رطب),FRESH DATES,ليبيا,LIBYA,"874,335","222,504"
2023,08041010,تمر طازج (رطب),FRESH DATES,ليبيريا,LIBERIA,480,"2,000"
2023,08041010,تمر طازج (رطب),FRESH DATES,مالي,MALI,"15,000",23000
2023,08041010,تمر طازج (رطب),FRESH DATES,ماليزيا,MALAYSIA,"20,242,900","1,694,278"
2023,08041010,تمر طازج (رطب),FRESH DATES,مصر,EGYPT,"10,591,107","5,880,124"
2023,08041010,تمر طازج (رطب),FRESH DATES,موريتانيا,MAURITANIA,"1,061,754","347,444"
2023,08041010,تمر طازج (رطب),FRESH DATES,موزمبيق,MOZAMBIQUE,"42,424","7,360"
2023,08041010,تمر طازج (رطب),FRESH DATES,نيجيريا,NIGERIA,"619,166","122,645"
2023,08041010,تمر طازج (رطب),FRESH DATES,نيكاراجوا,NICARAGUA,"529,999","100,000"
2023,08041010,تمر طازج (رطب),FRESH DATES,نيوزيلندا,NEW ZEALAND,"10,500","2,400"
2023,08041010,تمر طازج (رطب),FRESH DATES,هولندا,NETHERLANDS,"7,239,361","915,142"
2023,08041010,تمر طازج (رطب),FRESH DATES,هونج كونج,HONG KONG,"675,968",24948
2023,08041021,تمر مضغوط (مكنوز),PRESSED DATES,إثيوبيا,ETHIOPIA,"135,007","22,407"
2023,08041021,تمر مضغوط (مكنوز),PRESSED DATES,أذربيجان,AZERBAIJAN,"6,976",908
